variant,baseline,param_type,n_expected,n_filled,param_coverage,type_match,exact5_on_hits,exact20_on_hits,n_queries
noisy,bm25,currency,196,123,0.6275510204081632,0.14634146341463414,0.05555555555555555,0.05555555555555555,331
noisy,bm25,float,1265,1002,0.792094861660079,0.12574850299401197,0.024390243902439025,0.024390243902439025,331
noisy,bm25,integer,207,152,0.7342995169082126,0.23684210526315788,0.5151515151515151,0.5151515151515151,331
noisy,bm25,percent,179,150,0.8379888268156425,0.02666666666666667,0.29411764705882354,0.29411764705882354,331
noisy,lsa,currency,196,112,0.5714285714285714,0.16071428571428573,0.05555555555555555,0.05555555555555555,331
noisy,lsa,float,1265,988,0.7810276679841898,0.12753036437246965,0.016129032258064516,0.016129032258064516,331
noisy,lsa,integer,207,153,0.7391304347826086,0.23529411764705882,0.4857142857142857,0.4857142857142857,331
noisy,lsa,percent,179,147,0.8212290502793296,0.02040816326530612,0.26666666666666666,0.26666666666666666,331
noisy,openai,currency,196,57,0.29081632653061223,0.0,0.08771929824561403,0.08771929824561403,331
noisy,openai,float,1265,437,0.34545454545454546,0.0,0.018561484918793503,0.03248259860788863,331
noisy,openai,integer,207,106,0.5120772946859904,0.0,0.39805825242718446,0.39805825242718446,331
noisy,openai,percent,179,51,0.2849162011173184,0.0,0.0,0.0196078431372549,331
noisy,tfidf,currency,196,122,0.6224489795918368,0.14754098360655737,0.05555555555555555,0.05555555555555555,331
noisy,tfidf,float,1265,1006,0.7952569169960474,0.1272365805168986,0.023809523809523808,0.023809523809523808,331
noisy,tfidf,integer,207,151,0.7294685990338164,0.2251655629139073,0.5151515151515151,0.5151515151515151,331
noisy,tfidf,percent,179,150,0.8379888268156425,0.02666666666666667,0.2777777777777778,0.2777777777777778,331
orig,bm25,currency,196,161,0.8214285714285714,0.9813664596273292,0.39490445859872614,0.445859872611465,331
orig,bm25,float,1265,1120,0.8853754940711462,0.9857142857142858,0.20216606498194944,0.24097472924187727,331
orig,bm25,integer,207,165,0.7971014492753623,0.9878787878787879,0.09876543209876543,0.09876543209876543,331
orig,bm25,percent,179,167,0.9329608938547486,0.437125748502994,0.4311377245508982,0.4491017964071856,331
orig,lsa,currency,196,157,0.8010204081632653,0.9808917197452229,0.3935483870967742,0.44516129032258067,331
orig,lsa,float,1265,1077,0.8513833992094861,0.9851439182915506,0.21037735849056605,0.25,331
orig,lsa,integer,207,157,0.7584541062801933,0.9872611464968153,0.09032258064516129,0.09032258064516129,331
orig,lsa,percent,179,158,0.88268156424581,0.4050632911392405,0.3987341772151899,0.4177215189873418,331
orig,openai,currency,196,159,0.8112244897959183,0.0,0.9367088607594937,0.9367088607594937,331
orig,openai,float,1265,1154,0.9122529644268774,0.0,0.952755905511811,0.952755905511811,331
orig,openai,integer,207,164,0.7922705314009661,0.0,0.8074534161490683,0.8136645962732919,331
orig,openai,percent,179,155,0.8659217877094972,0.0,0.4064516129032258,0.4064516129032258,331
orig,tfidf,currency,196,164,0.8367346938775511,0.9817073170731707,0.391304347826087,0.4409937888198758,331
orig,tfidf,float,1265,1125,0.8893280632411067,0.9857777777777778,0.20612061206120613,0.2448244824482448,331
orig,tfidf,integer,207,169,0.8164251207729468,0.9881656804733728,0.09090909090909091,0.09090909090909091,331
orig,tfidf,percent,179,165,0.9217877094972067,0.41818181818181815,0.4121212121212121,0.4303030303030303,331
short,bm25,currency,196,11,0.05612244897959184,1.0,0.09090909090909091,0.09090909090909091,331
short,bm25,float,1265,89,0.07035573122529644,0.9775280898876404,0.06818181818181818,0.07954545454545454,331
short,bm25,integer,207,39,0.18840579710144928,0.9743589743589743,0.6216216216216216,0.6216216216216216,331
short,bm25,percent,179,9,0.05027932960893855,0.0,0.0,0.0,331
short,lsa,currency,196,10,0.05102040816326531,1.0,0.1,0.1,331
short,lsa,float,1265,90,0.07114624505928854,0.9777777777777777,0.06741573033707865,0.07865168539325842,331
short,lsa,integer,207,36,0.17391304347826086,0.9722222222222222,0.5833333333333334,0.5833333333333334,331
short,lsa,percent,179,7,0.03910614525139665,0.0,0.0,0.0,331
short,openai,currency,196,8,0.04081632653061224,0.0,1.0,1.0,331
short,openai,float,1265,27,0.021343873517786563,0.0,0.7777777777777778,0.7777777777777778,331
short,openai,integer,207,38,0.18357487922705315,0.0,0.9210526315789473,0.9210526315789473,331
short,openai,percent,179,1,0.00558659217877095,0.0,1.0,1.0,331
short,tfidf,currency,196,11,0.05612244897959184,1.0,0.09090909090909091,0.09090909090909091,331
short,tfidf,float,1265,88,0.06956521739130435,0.9772727272727273,0.06896551724137931,0.08045977011494253,331
short,tfidf,integer,207,40,0.1932367149758454,0.975,0.5897435897435898,0.5897435897435898,331
short,tfidf,percent,179,7,0.03910614525139665,0.0,0.0,0.0,331
